Episode,Turn,Player,Action,Reward,Cumulative_Reward
3,0,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
3,1,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
3,2,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
3,3,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
3,4,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
3,5,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
3,6,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
3,7,2,"Action(player=Player 2, type=ActionType.BUY, card=Festival)",0,0
3,8,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
3,9,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
3,10,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
3,11,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
3,12,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
3,13,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
3,14,2,"Action(player=Player 2, type=ActionType.PLAY, card=Festival)",0,0
3,15,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
3,16,2,"Action(player=Player 2, type=ActionType.BUY, card=Market)",0,0
3,17,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
3,18,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
3,19,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
3,20,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
3,21,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
3,22,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
3,23,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
3,24,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
3,25,2,"Action(player=Player 2, type=ActionType.PLAY, card=Festival)",0,0
3,26,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
3,27,2,"Action(player=Player 2, type=ActionType.BUY, card=Moneylender)",0,0
3,28,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
3,29,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
3,30,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
3,31,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
3,32,2,"Action(player=Player 2, type=ActionType.PLAY, card=Market)",0,0
3,33,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
3,34,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
