Episode,Turn,Player,Action,Reward,Cumulative_Reward
4,0,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,1,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
4,2,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,3,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
4,4,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,5,1,"Action(player=Player 1, type=ActionType.BUY, card=Smithy)",0,0
4,6,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,7,2,"Action(player=Player 2, type=ActionType.BUY, card=Moneylender)",0,0
4,8,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,9,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
4,10,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,11,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
4,12,1,"Action(player=Player 1, type=ActionType.PLAY, card=Smithy)",0,0
4,13,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
4,14,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,15,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
4,16,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,17,1,"Action(player=Player 1, type=ActionType.BUY, card=Festival)",0,0
4,18,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,19,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
4,20,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,21,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
4,22,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,23,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
4,24,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,25,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
4,26,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
4,27,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
4,28,1,"Action(player=Player 1, type=ActionType.PLAY, card=Festival)",0,0
4,29,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
4,30,1,"Action(player=Player 1, type=ActionType.BUY, card=Witch)",0,0
4,31,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
