Episode,Turn,Player,Action,Reward,Cumulative_Reward
9,0,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,1,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
9,2,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,3,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
9,4,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,5,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
9,6,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,7,1,"Action(player=Player 1, type=ActionType.BUY, card=Smithy)",0,0
9,8,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,9,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
9,10,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,11,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
9,12,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,13,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
9,14,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,15,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
9,16,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,17,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
9,18,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,19,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
9,20,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
9,21,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,22,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
9,23,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,24,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
9,25,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,26,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
9,27,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,28,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
9,29,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,30,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
9,31,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,32,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
9,33,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,34,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
9,35,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,36,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
9,37,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
9,38,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,39,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
9,40,1,"Action(player=Player 1, type=ActionType.PLAY, card=Smithy)",0,0
9,41,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
9,42,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,43,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
9,44,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,45,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
9,46,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
9,47,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
9,48,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
9,49,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
9,50,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
9,51,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
9,52,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
