Episode,Turn,Player,Action,Reward,Cumulative_Reward
8,0,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,1,2,"Action(player=Player 2, type=ActionType.BUY, card=Moneylender)",0,0
8,2,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,3,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
8,4,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,5,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
8,6,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,7,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
8,8,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
8,9,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
8,10,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,11,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
8,12,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,13,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
8,14,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,15,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
8,16,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,17,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
8,18,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,19,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
8,20,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,21,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
8,22,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
8,23,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,24,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
8,25,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,26,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
8,27,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,28,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
8,29,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
8,30,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
8,31,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,32,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
8,33,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,34,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
8,35,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,36,1,"Action(player=Player 1, type=ActionType.BUY, card=Moneylender)",0,0
8,37,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
8,38,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
8,39,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,40,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
8,41,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,42,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
8,43,1,"Action(player=Player 1, type=ActionType.PLAY, card=Moneylender)",0,0
8,44,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
8,45,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,46,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
8,47,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,48,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
8,49,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
8,50,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
8,51,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,52,1,"Action(player=Player 1, type=ActionType.BUY, card=Smithy)",0,0
8,53,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,54,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
8,55,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,56,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
8,57,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,58,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
8,59,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
8,60,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
8,61,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
8,62,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
8,63,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
