Episode,Turn,Player,Action,Reward,Cumulative_Reward
5,0,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,1,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
5,2,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,3,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
5,4,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,5,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
5,6,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,7,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
5,8,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,9,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
5,10,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,11,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
5,12,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,13,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
5,14,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,15,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
5,16,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,17,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
5,18,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,19,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
5,20,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,21,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,22,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,23,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
5,24,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,25,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
5,26,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,27,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
5,28,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,29,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
5,30,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,31,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
5,32,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,33,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
5,34,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,35,2,"Action(player=Player 2, type=ActionType.BUY, card=Moneylender)",0,0
5,36,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,37,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,38,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,39,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
5,40,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
5,41,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,42,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,43,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,44,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
5,45,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,46,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
5,47,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,48,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
5,49,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,50,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,51,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,52,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
5,53,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,54,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
5,55,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,56,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
5,57,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
5,58,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,59,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,60,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
5,61,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
5,62,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,63,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
5,64,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,65,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
5,66,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,67,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,68,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,69,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
5,70,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
5,71,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,72,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
5,73,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,74,2,"Action(player=Player 2, type=ActionType.BUY, card=Moneylender)",0,0
5,75,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,76,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,77,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,78,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
5,79,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
5,80,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,81,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
5,82,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,83,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
5,84,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,85,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
5,86,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,87,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
5,88,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
5,89,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,90,1,"Action(player=Player 1, type=ActionType.BUY, card=Curse)",0,0
5,91,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,92,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
5,93,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,94,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,95,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
5,96,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
5,97,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
5,98,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,99,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
5,100,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,101,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
5,102,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,103,1,"Action(player=Player 1, type=ActionType.BUY, card=Smithy)",0,0
5,104,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,105,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
5,106,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,107,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
5,108,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
5,109,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
5,110,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,111,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
5,112,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,113,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
5,114,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
5,115,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,116,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
5,117,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
5,118,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,119,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
5,120,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,121,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,122,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,123,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
5,124,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
5,125,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,126,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
5,127,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,128,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
5,129,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,130,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
5,131,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
5,132,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
5,133,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
5,134,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
