Episode,Turn,Player,Action,Reward,Cumulative_Reward
10,0,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,1,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
10,2,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,3,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
10,4,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,5,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
10,6,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,7,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
10,8,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,9,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
10,10,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,11,2,"Action(player=Player 2, type=ActionType.BUY, card=Smithy)",0,0
10,12,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,13,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
10,14,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,15,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
10,16,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
10,17,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,18,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
10,19,2,"Action(player=Player 2, type=ActionType.PLAY, card=Smithy)",0,0
10,20,2,"Action(player=Player 2, type=ActionType.BUY, card=Village)",0,0
10,21,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,22,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
10,23,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,24,2,"Action(player=Player 2, type=ActionType.BUY, card=Moneylender)",0,0
10,25,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,26,1,"Action(player=Player 1, type=ActionType.BUY, card=Moneylender)",0,0
10,27,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
10,28,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,29,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
10,30,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,31,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
10,32,2,"Action(player=Player 2, type=ActionType.PLAY, card=Smithy)",0,0
10,33,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
10,34,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,35,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
10,36,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
10,37,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,38,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
10,39,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,40,1,"Action(player=Player 1, type=ActionType.BUY, card=Copper)",0,0
10,41,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
10,42,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,43,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
10,44,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,45,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
10,46,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,47,2,"Action(player=Player 2, type=ActionType.BUY, card=Copper)",0,0
10,48,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,49,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
10,50,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,51,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
10,52,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,53,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
10,54,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
10,55,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,56,2,"Action(player=Player 2, type=ActionType.BUY, card=Curse)",0,0
10,57,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,58,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
10,59,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,60,2,"Action(player=Player 2, type=ActionType.BUY, card=Estate)",0,0
10,61,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
10,62,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
10,63,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
10,64,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,65,1,"Action(player=Player 1, type=ActionType.BUY, card=Estate)",0,0
10,66,2,"Action(player=Player 2, type=ActionType.PLAY, card=Smithy)",0,0
10,67,2,"Action(player=Player 2, type=ActionType.BUY, card=Silver)",0,0
10,68,1,"Action(player=Player 1, type=ActionType.PLAY, card=Village)",0,0
10,69,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,70,1,"Action(player=Player 1, type=ActionType.END_BUY, card=None)",0,0
10,71,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,72,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
10,73,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,74,1,"Action(player=Player 1, type=ActionType.BUY, card=Laboratory)",0,0
10,75,2,"Action(player=Player 2, type=ActionType.PLAY, card=Village)",0,0
10,76,2,"Action(player=Player 2, type=ActionType.PLAY, card=Smithy)",0,0
10,77,2,"Action(player=Player 2, type=ActionType.PLAY, card=Moneylender)",0,0
10,78,2,"Action(player=Player 2, type=ActionType.BUY, card=Market)",0,0
10,79,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,80,1,"Action(player=Player 1, type=ActionType.BUY, card=Silver)",0,0
10,81,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,82,2,"Action(player=Player 2, type=ActionType.BUY, card=Smithy)",0,0
10,83,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,84,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
10,85,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,86,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
10,87,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,88,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
10,89,2,"Action(player=Player 2, type=ActionType.END_ACTION, card=None)",0,0
10,90,2,"Action(player=Player 2, type=ActionType.END_BUY, card=None)",0,0
10,91,1,"Action(player=Player 1, type=ActionType.PLAY, card=Laboratory)",0,0
10,92,1,"Action(player=Player 1, type=ActionType.END_ACTION, card=None)",0,0
10,93,1,"Action(player=Player 1, type=ActionType.BUY, card=Village)",0,0
